Accident_Index,Date,Time,Road_Class,Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions
A2012450001457,2012-12-20,13:40:00,4,6,60,0,1,9,2
A2012450001461,2012-12-20,13:00:00,4,6,30,3,1,2,2
A2012450001463,2012-12-20,08:22:00,3,6,40,3,1,2,2
A2012450001470,2012-12-03,18:00:00,3,3,40,0,4,1,1
A2012450001480,2012-12-03,19:47:00,4,6,30,8,4,1,1
A2012450001481,2012-12-31,15:00:00,5,6,30,9,1,1,1
A2012450001487,2012-12-04,07:00:00,5,6,40,0,6,1,2
A2012450001527,2012-12-20,16:17:00,5,6,40,3,4,2,2
A2012450001534,2012-12-20,21:00:00,6,6,30,6,7,1,2
A2012450001537,2012-12-27,19:30:00,4,6,30,0,4,1,2
A2012450001543,2012-12-20,08:00:00,4,9,30,3,1,2,2
A2012450001555,2012-12-28,19:30:00,3,6,40,8,4,1,2
A2012450001561,2012-12-20,18:37:00,5,6,30,0,4,2,2
A2012450001567,2012-12-24,17:56:00,4,3,30,6,4,1,1
A2012450001569,2012-12-24,05:22:00,3,7,70,5,6,2,2
A2012450001589,2012-12-27,02:02:00,3,1,50,1,4,1,2
A2012450001595,2012-11-26,17:15:00,4,6,30,3,4,9,-1
A2012450001603,2012-12-31,22:15:00,3,6,30,6,4,1,2
A2012450001606,2012-12-05,15:14:00,6,6,30,0,1,1,1
A2012450001610,2012-12-05,17:35:00,3,6,30,0,4,1,1
A2012450001620,2012-12-05,08:15:00,6,6,30,0,1,3,3
A2012450001653,2012-12-07,17:33:00,3,3,30,0,4,1,2
A2012450001655,2012-12-07,09:20:00,6,6,40,0,1,1,2
A2012450001662,2012-12-07,12:25:00,4,6,30,3,1,9,1
A2012450001673,2012-12-07,14:00:00,4,6,30,0,1,8,2
A2012450001674,2012-12-06,16:40:00,6,6,30,0,6,9,1
A2012450001682,2012-12-07,14:45:00,3,3,70,5,1,9,1
A2012450001683,2012-12-06,18:03:00,1,3,70,0,4,2,2
A2012450001689,2012-12-06,09:20:00,6,6,30,0,1,1,4
A2012450001690,2012-12-05,00:30:00,6,6,30,0,6,1,1
A2012450001693,2012-12-07,07:27:00,6,6,40,0,7,1,4
A2012450001702,2012-12-05,08:40:00,5,6,60,0,1,3,4
A2012450001703,2012-12-06,18:55:00,3,6,30,3,4,1,2
A2012450001705,2012-12-08,17:23:00,6,6,30,1,4,9,2
A2012450001706,2012-12-06,08:05:00,6,6,40,3,1,1,4
A2012450001709,2012-12-08,20:00:00,4,6,30,9,4,1,2
A2012450001710,2012-12-06,07:29:00,4,6,30,0,6,8,4
A2012450001711,2012-12-21,09:01:00,6,6,30,0,1,1,1
A2012450001742,2012-12-10,10:30:00,3,1,30,2,1,8,2
A2012450001744,2012-12-10,13:38:00,4,6,60,0,1,1,1
A2012450001748,2012-12-10,20:31:00,3,3,50,3,4,1,2
A2012450001752,2012-12-10,13:40:00,4,6,60,0,1,1,4
A2012450001754,2012-12-11,16:56:00,3,3,70,0,6,1,2
A2012450001830,2012-12-12,13:28:00,4,6,30,8,1,8,1
A2012450001833,2012-12-12,08:27:00,6,6,50,3,1,1,4
A2012450001835,2012-12-12,10:57:00,3,6,30,3,1,2,4
A2012450001838,2012-12-13,08:40:00,6,6,40,0,1,1,4
A2012450001865,2012-12-15,17:27:00,4,6,30,3,4,2,2
A2012450001868,2012-12-15,17:21:00,3,6,40,0,4,1,2
A2012450001871,2012-12-14,18:26:00,3,3,40,0,4,2,2
A2012450001920,2012-12-20,21:45:00,1,3,70,0,6,1,2
A2012450001927,2012-12-14,19:04:00,1,3,70,0,4,1,2
A2012450001939,2012-12-14,17:28:00,1,3,70,0,4,1,1
A2012450001941,2012-12-18,06:55:00,4,3,40,1,4,1,2
A2012450001958,2012-12-15,12:05:00,1,3,70,0,1,1,2
A2012450001972,2012-12-21,08:10:00,4,6,30,0,1,9,2
A2012450001995,2012-12-19,07:40:00,3,1,30,1,1,1,2
A2012450002001,2012-12-21,17:10:00,3,3,50,0,6,1,1
A2012450002003,2012-12-19,17:35:00,3,6,50,0,4,1,2
A2012450002004,2012-12-20,21:17:00,3,1,30,1,4,1,2
A2012450002012,2012-12-19,18:00:00,3,3,40,5,4,9,2
A2012450002016,2012-12-16,09:38:00,3,3,70,1,1,1,1
A2012450002024,2012-12-16,13:25:00,6,6,30,3,1,1,1
A2012450002026,2012-12-22,10:03:00,3,1,60,1,1,2,2
A2012450002040,2012-12-22,07:42:00,1,3,70,0,6,2,2
A2012450002061,2012-12-23,00:10:00,5,6,30,3,4,3,2
A2012450002092,2012-12-28,12:04:00,5,6,30,0,1,2,2
A2012450002105,2012-12-29,09:16:00,3,3,40,0,1,1,1
A2012450002133,2012-12-28,06:42:00,3,3,40,0,4,2,2
A2012450002142,2012-12-29,00:10:00,1,3,70,0,6,5,2
A2012450002149,2012-12-22,17:20:00,4,6,30,0,7,2,2
A2012450002229,2012-12-19,15:10:00,1,3,70,0,1,2,2
A2012450002603,2012-12-16,19:15:00,1,3,70,0,6,9,2
A2012450003581,2012-11-20,09:08:00,4,6,30,0,1,9,2
A2012450005559,2012-11-30,07:50:00,5,6,40,0,1,1,4
A201245EL67062,2012-01-04,07:09:00,3,3,50,0,6,4,1
A201245EL67307,2012-01-10,08:50:00,3,6,30,3,1,1,1
A201245EL67366,2012-01-09,08:30:00,3,1,30,1,1,1,1
A201245EL67393,2012-01-13,10:56:00,3,3,30,7,1,1,1
A201245EL67461,2012-01-18,17:30:00,5,6,30,3,4,1,2
A201245EL67482,2012-01-10,06:56:00,4,6,30,3,7,1,2
A201245EL67602,2012-01-23,07:10:00,4,6,30,6,7,1,1
A201245EL67636,2012-01-25,14:59:00,3,6,40,3,1,1,1
A201245EL67670,2012-01-26,09:02:00,6,6,30,3,1,1,2
A201245EL67797,2012-01-24,18:15:00,3,7,70,5,4,1,2
A201245EL67825,2012-02-04,10:15:00,3,6,30,7,1,1,1
A201245EL67927,2012-02-02,13:50:00,6,6,30,3,1,1,1
A201245EL68174,2012-02-10,18:15:00,4,6,30,3,4,8,2
A201245EL68208,2012-02-06,11:30:00,5,6,30,7,1,1,1
A201245EL68273,2012-02-10,18:37:00,3,1,30,1,4,1,4
A201245EL68299,2012-02-13,06:35:00,3,6,30,3,7,1,1
A201245EL68304,2012-02-16,20:03:00,1,3,70,0,4,1,1
A201245EL68336,2012-02-23,21:20:00,3,7,70,5,7,9,1
A201245EL68356,2012-02-20,14:52:00,3,6,30,3,1,1,1
A201245EL68373,2012-02-20,11:00:00,5,6,30,3,1,1,1
A201245EL68442,2012-02-20,19:08:00,4,6,30,3,4,1,1
A201245EL68463,2012-02-23,08:20:00,3,6,30,3,1,1,1
A201245EL68467,2012-02-23,18:30:00,3,6,30,6,5,1,1
A201245EL68502,2012-02-22,15:15:00,5,3,30,0,1,1,1
A201245EL68549,2012-01-20,18:29:00,6,6,30,3,4,1,1
A201245EL68560,2012-03-01,07:55:00,3,6,30,3,1,1,1
A201245EL68578,2012-02-27,09:00:00,5,6,40,0,1,1,2
A201245EL68657,2012-02-23,21:00:00,3,6,30,3,4,1,1
A201245EL68695,2012-03-02,21:17:00,5,6,40,3,4,1,1
A201245EL68724,2012-02-21,20:30:00,3,1,30,1,4,9,1
A201245EL68815,2012-03-11,10:40:00,3,6,30,3,1,1,1
A201245EL68879,2012-03-10,15:50:00,4,1,30,1,1,1,1
A201245EL68883,2012-03-13,08:05:00,1,3,70,0,1,1,1
A201245EL68911,2012-03-08,12:05:00,3,6,30,8,1,1,1
A201245EL68937,2012-03-19,08:00:00,3,3,30,8,1,1,1
A201245EL68969,2012-03-14,17:30:00,3,1,70,1,1,1,1
A201245EL68999,2012-03-15,00:29:00,3,3,70,0,6,7,1
A201245EL69124,2012-03-13,00:01:00,3,6,30,8,4,1,1
A201245EL69131,2012-03-19,09:45:00,3,6,30,3,1,8,1
A201245EL69137,2012-03-22,09:53:00,3,6,30,3,1,1,1
A201245EL69161,2012-03-18,00:35:00,3,6,30,0,4,1,2
A201245EL69166,2012-03-18,11:10:00,3,6,30,3,1,1,1
A201245EL69179,2012-03-19,18:00:00,3,6,30,9,7,1,1
A201245EL69220,2012-03-24,10:23:00,3,3,70,0,1,1,1
A201245EL69228,2012-03-20,11:27:00,6,6,60,3,1,1,1
A201245EL69249,2012-03-12,21:30:00,3,6,30,3,4,1,1
A201245EL69278,2012-03-08,17:20:00,3,9,40,0,1,9,1
A201245EL69291,2012-03-21,17:06:00,3,3,70,0,1,1,1
A201245EL69374,2012-04-01,13:31:00,3,6,30,3,1,1,1
A201245EL69388,2012-03-24,17:30:00,6,6,30,3,1,1,1
A201245EL69424,2012-04-02,07:15:00,3,6,30,0,1,1,1
A201245EL69577,2012-03-29,23:45:00,4,1,30,1,4,1,1
A201245EL69685,2012-04-16,09:10:00,6,6,30,3,1,1,1
A201245EL69737,2012-04-14,10:25:00,3,2,30,7,1,1,1
A201245EL69767,2012-04-07,15:51:00,5,9,30,3,1,1,1
A201245EL69859,2012-04-13,19:10:00,3,6,30,7,1,1,1
A201245EL69869,2012-04-11,16:59:00,1,3,70,0,1,1,1
A201245EL69916,2012-04-16,11:35:00,3,6,30,3,1,1,2
A201245EL69938,2012-03-29,15:30:00,3,6,30,9,1,1,1
A201245EL69979,2012-04-19,15:55:00,3,6,30,0,1,2,2
A201245EL70066,2012-04-21,16:06:00,3,6,30,8,1,1,1
A201245EL70081,2012-04-20,06:30:00,6,6,30,0,1,1,1
A201245EL70093,2012-04-27,20:08:00,5,1,30,2,4,1,2
A201245EL70116,2012-02-28,09:04:00,6,6,30,3,1,9,1
A201245EL70130,2012-04-24,13:00:00,6,2,30,0,1,1,2
A201245EL70131,2012-03-24,08:25:00,3,6,30,3,1,1,1
A201245EL70202,2012-05-01,16:31:00,6,6,30,5,1,1,1
A201245EL70227,2012-04-28,09:08:00,6,6,30,0,1,2,2
A201245EL70284,2012-05-03,07:58:00,3,6,40,9,1,2,2
A201245EL70314,2012-05-04,22:40:00,6,7,30,3,4,1,2
A201245EL70387,2012-05-09,11:12:00,3,6,60,6,1,2,2
A201245EL70414,2012-05-11,14:40:00,3,6,30,0,1,1,1
A201245EL70469,2012-05-14,07:29:00,6,6,30,3,1,1,1
A201245EL70477,2012-05-15,08:25:00,4,6,30,9,1,2,2
A201245EL70607,2012-05-18,18:25:00,1,3,70,0,1,1,1
A201245EL70608,2012-05-16,14:58:00,3,6,30,0,1,1,1
A201245EL70645,2012-05-15,18:43:00,3,3,50,0,1,1,1
A201245EL70708,2012-05-22,19:42:00,3,6,30,6,1,1,1
A201245EL70758,2012-05-24,09:00:00,3,6,40,3,1,1,1
A201245EL70762,2012-04-30,19:55:00,6,6,30,3,7,9,1
A201245EL70804,2012-05-21,19:10:00,3,6,30,3,1,1,1
A201245EL70815,2012-05-22,20:05:00,4,1,30,1,1,1,1
A201245EL70828,2012-05-28,14:15:00,6,6,30,3,1,1,1
A201245EL70852,2012-05-29,14:38:00,4,6,30,9,1,1,1
A201245EL70907,2012-05-29,09:08:00,3,6,40,9,1,1,1
A201245EL70909,2012-05-28,13:10:00,3,6,40,0,1,1,1
A201245EL70932,2012-05-28,22:30:00,3,6,30,6,4,1,1
A201245EL70934,2012-05-27,21:50:00,3,6,30,7,4,1,1
A201245EL70937,2012-05-29,08:45:00,4,6,30,0,1,1,1
A201245EL70961,2012-06-07,15:25:00,6,9,30,0,1,2,2
A201245EL71025,2012-06-04,11:45:00,5,6,30,0,1,1,2
A201245EL71038,2012-06-04,09:08:00,3,6,30,0,1,1,2
A201245EL71049,2012-06-03,00:50:00,3,7,70,1,4,2,2
A201245EL71151,2012-06-08,18:01:00,1,3,70,0,1,1,1
A201245EL71212,2012-06-10,16:50:00,4,6,40,8,1,1,1
A201245EL71266,2012-06-05,12:13:00,4,6,40,3,1,1,1
A201245EL71329,2012-06-15,06:50:00,3,6,30,2,1,1,1
A201245EL71339,2012-06-18,07:30:00,3,6,30,5,1,1,2
A201245EL71401,2012-06-14,07:55:00,6,6,30,0,1,1,1
A201245EL71435,2012-06-21,09:30:00,3,6,30,3,1,8,2
A201245EL71462,2012-06-18,16:30:00,6,6,30,3,1,1,1
A201245EL71521,2012-06-23,13:45:00,3,6,40,3,1,8,2
A201245EL71822,2012-07-10,11:50:00,1,3,70,0,1,1,1
A201245EL71844,2012-07-03,07:45:00,3,6,30,3,1,2,2
A201245EL71902,2012-07-06,23:53:00,3,6,30,3,4,1,1
A201245EL71954,2012-06-28,10:50:00,3,6,30,0,1,1,1
A201245EL71974,2012-07-12,07:40:00,3,6,30,3,1,1,1
A201245EL71999,2012-07-01,13:30:00,3,6,30,3,1,1,2
A201245EL72030,2012-07-03,18:51:00,5,6,30,0,1,1,2
A201245EL72124,2012-07-08,09:00:00,6,6,30,3,1,2,2
A201245EL72153,2012-07-16,06:32:00,3,6,30,3,1,1,2
A201245EL72208,2012-07-12,14:55:00,1,3,70,0,1,1,2
A201245EL72269,2012-07-16,15:25:00,1,3,70,0,1,2,2
A201245EL72301,2012-07-19,15:00:00,6,6,30,6,1,1,1
A201245EL72315,2012-07-14,15:04:00,6,6,30,3,1,1,1
A201245EL72352,2012-07-16,10:00:00,5,1,30,1,1,1,1
A201245EL72389,2012-07-20,06:55:00,1,3,70,0,1,1,1
A201245EL72411,2012-06-16,17:30:00,5,6,30,3,1,1,1
A201245EL72414,2012-07-25,13:04:00,3,6,30,3,1,1,1
A201245EL72559,2012-07-20,14:00:00,3,6,30,7,1,1,1
A201245EL72603,2012-07-26,12:00:00,3,1,30,1,1,1,1
A201245EL72673,2012-07-06,11:48:00,6,6,30,3,1,2,2
A201245EL72694,2012-08-02,08:15:00,6,6,30,3,1,1,1
A201245EL72714,2012-07-27,17:50:00,3,6,40,8,1,1,1
A201245EL72718,2012-07-22,11:58:00,3,6,30,3,1,1,1
A201245EL72725,2012-07-30,01:31:00,3,6,30,0,4,1,1
A201245EL72806,2012-08-07,16:30:00,6,1,30,1,1,8,1
A201245EL72811,2012-08-04,10:49:00,3,6,30,3,1,1,2
A201245EL72857,2012-08-06,13:10:00,6,6,30,0,1,1,1
A201245EL72881,2012-08-08,19:31:00,6,6,30,3,1,1,1
A201245EL72930,2012-07-29,17:50:00,1,3,70,9,1,1,2
A201245EL72976,2012-06-25,07:00:00,3,1,30,1,1,1,1
A201245EL72983,2012-08-09,14:41:00,5,6,40,0,1,1,1
A201245EL73020,2012-08-07,19:20:00,3,6,40,3,1,1,2
A201245EL73030,2012-08-12,17:29:00,3,6,30,9,1,1,1
A201245EL73033,2012-08-19,04:25:00,3,3,70,5,4,1,1
A201245EL73100,2012-07-18,15:55:00,3,6,30,6,1,2,2
A201245EL73279,2012-08-20,07:42:00,3,3,70,0,1,1,1
A201245EL73321,2012-08-30,07:30:00,6,6,30,9,1,1,1
A201245EL73335,2012-08-28,17:10:00,3,3,40,1,1,1,1
A201245EL73337,2012-08-29,17:25:00,5,6,30,3,1,8,1
A201245EL73342,2012-08-29,20:30:00,3,6,30,3,4,1,1
A201245EL73360,2012-08-29,18:15:00,3,6,30,7,1,1,1
A201245EL73440,2012-08-30,16:45:00,3,6,30,1,1,1,1
A201245EL73445,2012-09-03,19:38:00,4,6,30,3,1,1,1
A201245EL73469,2012-09-05,07:37:00,6,6,30,3,1,1,1
A201245EL73581,2012-09-08,18:00:00,3,6,30,3,1,1,1
A201245EL73631,2012-09-05,16:00:00,6,6,30,3,1,1,1
A201245EL73651,2012-09-13,07:55:00,4,6,30,3,1,1,1
A201245EL73686,2012-08-18,17:50:00,4,6,30,9,1,1,1
A201245EL73707,2012-09-13,15:55:00,6,6,30,0,1,1,1
A201245EL73718,2012-09-08,13:20:00,3,6,30,1,1,1,1
A201245EL73784,2012-09-06,15:20:00,6,6,30,0,1,1,1
A201245EL73796,2012-09-08,12:00:00,3,7,70,5,1,1,1
A201245EL73836,2012-09-06,19:14:00,5,6,30,8,4,1,1
A201245EL73840,2012-09-11,22:45:00,3,6,30,7,4,1,1
A201245EL73896,2012-09-18,16:53:00,3,6,50,0,1,1,1
A201245EL74047,2012-09-21,16:09:00,3,1,40,1,1,1,1
A201245EL74072,2012-09-29,09:05:00,4,6,50,0,1,1,1
A201245EL74109,2012-09-28,14:09:00,3,1,40,1,1,2,2
A201245EL74111,2012-09-26,07:15:00,3,6,40,0,1,2,2
A201245EL74114,2012-09-19,08:10:00,6,6,30,3,1,1,3
A201245EL74119,2012-09-26,08:15:00,3,6,30,3,1,2,2
A201245EL74124,2012-09-23,19:08:00,5,6,40,0,4,2,2
A201245EL74250,2012-10-04,18:15:00,3,6,30,7,6,2,2
A201245EL74251,2012-09-30,12:18:00,3,6,50,0,1,9,1
A201245EL74288,2012-10-04,08:20:00,3,1,30,1,1,1,1
A201245EL74304,2012-10-04,08:55:00,4,1,30,1,1,1,1
A201245EL74346,2012-10-08,07:47:00,6,6,30,0,1,1,1
A201245EL74358,2012-10-06,13:40:00,3,1,30,1,1,1,1
A201245EL74479,2012-10-10,11:09:00,3,1,40,1,1,1,1
A201245EL74553,2012-10-01,18:20:00,6,6,30,0,6,1,2
A201245EL74559,2012-10-16,11:55:00,6,6,30,3,1,4,1
A201245EL74585,2012-10-15,09:13:00,3,3,70,0,1,1,1
A201245EL74591,2012-10-15,14:30:00,5,6,30,6,1,2,2
A201245EL74635,2012-10-10,19:10:00,3,1,30,2,4,1,1
A201245EL74675,2012-10-19,08:20:00,6,6,30,0,1,9,1
A201245EL74724,2012-10-19,09:30:00,3,6,40,0,1,2,2
A201245EL74909,2012-10-10,12:00:00,6,6,30,0,1,8,1
A201245EL74919,2012-10-21,13:30:00,3,6,30,3,1,1,2
A201245EL74935,2012-10-29,06:44:00,3,6,30,7,4,9,1
A201245EL75048,2012-10-30,09:06:00,3,6,30,1,1,9,1
A201245EL75069,2012-10-28,19:40:00,3,3,70,0,7,2,2
A201245EL75084,2012-10-14,10:15:00,6,6,30,3,1,1,1
A201245EL75086,2012-10-21,17:30:00,3,1,30,1,7,2,2
A201245EL75144,2012-10-31,13:15:00,3,2,30,6,1,1,1
A201245EP67251,2012-01-04,09:55:00,6,1,30,1,1,1,1
A201245EP67363,2012-01-13,18:00:00,3,3,40,0,4,1,1
A201245EP67365,2012-01-08,20:40:00,4,6,30,0,4,1,1
A201245EP67389,2012-01-14,16:30:00,4,6,30,3,4,1,1
A201245EP67418,2012-01-06,11:34:00,3,6,30,8,1,1,1
A201245EP67500,2012-01-16,17:15:00,3,3,30,7,4,1,1
A201245EP67763,2012-01-17,19:56:00,3,6,30,8,4,1,1
A201245EP67956,2012-02-06,20:30:00,4,6,30,9,4,1,4
A201245EP68056,2012-02-02,13:50:00,6,6,30,0,1,1,1
A201245EP68136,2012-02-11,13:00:00,4,1,30,1,1,1,1
A201245EP68159,2012-02-10,14:45:00,6,6,30,8,1,1,1
A201245EP68452,2012-02-14,16:23:00,3,6,30,3,1,1,1
A201245EP68641,2012-03-01,10:18:00,4,9,30,9,1,9,1
A201245EP68698,2012-03-05,17:00:00,5,6,30,3,1,1,1
A201245EP68718,2012-02-25,15:45:00,3,3,40,6,1,1,1
A201245EP68719,2012-02-13,20:00:00,3,6,30,8,4,1,2
A201245EP68755,2012-02-15,18:42:00,3,6,30,3,4,1,1
A201245EP69050,2012-03-20,08:20:00,6,1,30,1,1,1,1
A201245EP69052,2012-03-18,09:00:00,4,6,30,0,1,1,1
A201245EP69054,2012-03-13,08:58:00,6,6,30,3,1,1,1
A201245EP69057,2012-03-19,10:55:00,3,6,30,3,1,1,1
A201245EP69236,2012-03-12,16:30:00,4,9,30,0,1,9,1
A201245EP69383,2012-03-30,08:20:00,4,6,30,0,1,1,1
A201245EP69389,2012-03-24,16:30:00,6,6,30,6,1,1,1
A201245EP69420,2012-04-02,16:40:00,6,6,30,1,1,1,1
A201245EP69429,2012-03-10,02:52:00,6,6,30,0,4,1,1
A201245EP69537,2012-04-10,13:30:00,3,6,30,0,1,1,1
A201245EP69562,2012-03-30,19:45:00,3,6,30,3,4,1,1
A201245EP69575,2012-04-09,16:58:00,5,6,30,3,1,2,2
A201245EP69639,2012-04-11,20:15:00,3,6,30,0,4,1,2
A201245EP69709,2012-04-11,19:45:00,3,3,40,3,4,1,1
A201245EP69808,2012-04-18,08:00:00,4,9,30,0,1,9,1
A201245EP69871,2012-04-13,13:20:00,3,6,30,6,1,1,1
A201245EP70049,2012-04-20,19:30:00,4,6,30,0,1,8,2
A201245EP70126,2012-03-29,05:30:00,3,6,40,0,4,2,2
A201245EP70224,2012-05-02,07:05:00,3,6,30,6,1,1,1
A201245EP70230,2012-04-29,13:27:00,5,6,40,0,1,5,2
A201245EP70288,2012-05-10,15:15:00,3,2,30,9,1,2,2
A201245EP70317,2012-05-04,17:12:00,4,6,30,7,1,1,1
A201245EP70511,2012-05-06,12:58:00,3,9,30,3,1,9,1
A201245EP70533,2012-05-15,08:05:00,3,9,30,8,1,1,1
A201245EP70544,2012-04-29,17:20:00,3,3,30,3,1,2,2
A201245EP70592,2012-05-18,14:50:00,3,6,30,3,1,1,1
A201245EP70616,2012-05-13,22:45:00,3,3,40,6,4,1,1
A201245EP70723,2012-05-25,21:19:00,3,6,30,6,4,1,1
A201245EP70882,2012-05-26,11:59:00,6,6,30,7,1,1,1
A201245EP70917,2012-05-25,13:02:00,3,1,30,1,1,1,1
A201245EP70923,2012-05-30,18:56:00,4,6,40,0,1,1,1
A201245EP71001,2012-05-30,17:58:00,3,6,30,3,1,1,1
A201245EP71075,2012-06-06,17:47:00,3,6,30,3,1,1,1
A201245EP71098,2012-06-08,11:45:00,3,3,30,7,1,8,2
A201245EP71130,2012-05-26,18:20:00,3,2,30,7,1,1,1
A201245EP71311,2012-06-15,12:08:00,4,6,30,0,1,1,2
A201245EP71550,2012-06-19,14:05:00,5,6,30,3,1,1,1
A201245EP71801,2012-07-04,22:50:00,4,6,30,3,4,1,1
A201245EP71831,2012-06-29,17:30:00,3,3,40,6,1,1,1
A201245EP71841,2012-07-06,20:10:00,6,6,30,6,1,1,1
A201245EP71883,2012-07-03,08:12:00,5,6,30,6,1,1,1
A201245EP71899,2012-06-29,17:57:00,6,6,30,3,1,1,1
A201245EP72282,2012-07-20,10:58:00,3,3,40,3,1,1,1
A201245EP72353,2012-07-18,07:45:00,4,1,30,1,1,1,1
A201245EP72372,2012-07-22,13:10:00,6,6,30,3,1,1,1
A201245EP72373,2012-07-22,22:15:00,3,3,30,6,7,1,1
A201245EP72419,2012-07-16,15:25:00,4,6,30,3,1,8,2
A201245EP72420,2012-07-10,09:55:00,6,6,30,3,1,1,1
A201245EP72454,2012-07-26,14:50:00,3,6,30,3,1,1,1
A201245EP72515,2012-07-17,08:06:00,5,6,30,0,1,1,1
A201245EP72516,2012-07-26,12:20:00,5,6,30,0,1,1,1
A201245EP72524,2012-07-26,10:00:00,4,1,30,1,1,1,1
A201245EP72534,2012-07-26,07:05:00,4,6,30,9,1,1,1
A201245EP72779,2012-08-02,13:56:00,6,6,30,9,1,1,1
A201245EP72812,2012-07-06,21:30:00,3,3,40,0,7,9,1
A201245EP72986,2012-08-07,21:30:00,6,6,30,3,4,9,2
A201245EP73025,2012-08-08,13:30:00,4,6,30,3,1,1,1
A201245EP73083,2012-08-17,14:55:00,3,3,40,6,1,1,1
A201245EP73346,2012-08-28,15:40:00,3,2,30,2,1,1,1
A201245EP73386,2012-08-29,19:08:00,3,6,30,8,1,8,2
A201245EP73418,2012-08-24,21:46:00,4,1,30,1,7,1,1
A201245EP73590,2012-08-24,14:00:00,4,6,30,6,1,9,1
A201245EP73604,2012-08-31,11:05:00,4,6,30,0,1,1,1
A201245EP73754,2012-08-31,17:08:00,3,3,40,0,1,1,1
A201245EP73777,2012-09-07,09:50:00,6,3,30,0,1,1,1
A201245EP73816,2012-09-14,08:00:00,4,6,40,0,1,1,1
A201245EP73991,2012-09-19,10:30:00,5,6,40,0,1,1,1
A201245EP74160,2012-09-25,11:30:00,6,6,30,3,1,2,2
A201245EP74219,2012-09-25,09:18:00,6,6,30,0,1,1,1
A201245EP74259,2012-09-20,13:24:00,4,1,40,1,1,1,1
A201245EP74265,2012-09-28,15:00:00,4,6,30,0,1,2,2
A201245EP74283,2012-09-10,06:45:00,3,6,30,3,1,1,1
A201245EP74302,2012-09-30,13:24:00,6,6,30,0,1,1,1
A201245EP74336,2012-09-25,23:45:00,3,3,40,6,4,1,2
A201245EP74494,2012-10-06,13:30:00,4,6,30,3,1,1,1
A201245EP74586,2012-10-12,21:55:00,3,3,40,0,4,1,2
A201245EP74628,2012-10-12,16:58:00,3,6,30,7,1,1,2
A201245EP74721,2012-10-12,16:46:00,3,6,30,0,1,1,1
A201245EP74849,2012-10-23,06:50:00,6,6,30,9,1,7,2
A201245EP74880,2012-10-22,15:48:00,4,1,40,1,1,7,2
A201245EP74968,2012-10-25,13:24:00,4,6,30,3,1,8,2
A201245EP74985,2012-10-22,13:00:00,3,3,30,6,1,1,2
A201245GU67184,2012-01-03,11:00:00,3,6,30,0,1,2,2
A201245GU67204,2012-01-06,07:26:00,3,3,70,9,7,1,1
A201245GU67245,2012-01-08,17:14:00,3,1,30,1,4,1,1
A201245GU67250,2012-01-05,14:00:00,5,6,40,0,1,1,2
A201245GU67288,2012-01-09,15:11:00,6,6,30,0,1,1,1
A201245GU67297,2012-01-16,12:39:00,3,1,40,1,1,1,1
A201245GU67315,2012-01-10,04:05:00,3,3,50,0,4,2,2
A201245GU67339,2012-01-09,22:00:00,6,6,60,0,6,9,1
A201245GU67340,2012-01-10,04:50:00,3,7,50,5,6,1,1
A201245GU67362,2012-01-12,23:23:00,3,6,50,0,6,1,1
A201245GU67378,2012-01-14,07:34:00,3,6,30,0,6,8,4
A201245GU67383,2012-01-13,14:20:00,3,6,30,6,1,1,1
A201245GU67413,2012-01-05,15:18:00,3,3,60,0,1,1,1
A201245GU67446,2012-01-14,22:50:00,6,6,30,9,7,8,4
A201245GU67450,2012-01-16,06:55:00,3,6,60,3,6,1,4
A201245GU67463,2012-01-21,12:30:00,3,6,30,0,1,9,1
A201245GU67480,2012-01-19,11:17:00,6,6,30,3,1,1,2
A201245GU67552,2012-01-25,16:35:00,3,1,30,1,7,9,1
A201245GU67577,2012-01-21,08:38:00,3,6,50,0,1,1,1
A201245GU67610,2012-01-18,07:58:00,5,6,40,3,1,2,2
A201245GU67634,2012-01-24,16:50:00,3,6,30,0,4,2,2
A201245GU67635,2012-01-23,17:55:00,3,3,30,1,4,8,2
A201245GU67654,2012-01-22,17:25:00,6,6,30,1,7,9,1
A201245GU67684,2012-01-24,07:40:00,3,6,30,9,7,2,2
A201245GU67690,2012-01-25,15:21:00,3,1,30,1,1,8,1
A201245GU67700,2012-01-27,08:12:00,6,6,30,3,1,1,1
A201245GU67709,2012-01-26,15:30:00,3,6,30,9,1,1,1
A201245GU67737,2012-01-24,10:17:00,3,3,60,3,1,2,2
A201245GU67748,2012-01-19,18:05:00,3,3,70,0,6,1,1
A201245GU67837,2012-01-24,09:20:00,3,3,70,0,1,2,2
A201245GU67870,2012-01-27,09:55:00,3,6,40,0,1,1,1
A201245GU67908,2012-01-31,07:00:00,5,6,30,0,4,1,1
A201245GU67976,2012-02-06,06:57:00,6,6,40,9,7,1,4
A201245GU67988,2012-02-04,22:55:00,6,6,30,0,7,3,3
A201245GU68000,2012-01-22,08:44:00,3,1,30,1,1,1,1
A201245GU68008,2012-01-28,00:23:00,1,3,70,0,4,1,1
A201245GU68093,2012-02-05,20:40:00,3,3,70,0,6,1,2
A201245GU68146,2012-02-08,07:00:00,3,3,70,0,1,1,1
A201245GU68185,2012-02-13,17:30:00,3,6,30,0,4,8,2
A201245GU68200,2012-02-14,09:30:00,3,7,70,0,1,1,1
