Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Car_Passenger
A201206K068567,1,1,1,1,73,2,0
A201206K068567,1,2,2,2,64,3,1
A201206K068625,2,1,1,1,24,3,0
A201206K068649,1,1,1,1,30,3,0
A201206K068678,2,1,1,1,48,3,0
A201206K068776,2,1,1,1,44,3,0
A201206K068776,2,2,2,2,41,3,1
A201206K069008,1,1,1,1,49,3,0
A201206K069008,1,2,2,2,10,3,2
A201206K069024,2,1,1,1,29,3,0
A201206K069116,1,1,1,1,39,3,0
A201206K069306,2,1,1,1,52,3,0
A201206K069306,2,2,2,1,18,3,1
A201206KL67558,1,1,1,1,23,3,0
A201206KL67558,1,2,2,1,23,3,1
A201206L055175,1,2,2,2,58,3,1
A201206L055175,2,1,1,1,71,3,0
A201206L055715,1,1,1,1,46,3,0
A201206L055715,2,2,1,1,47,2,0
A201206L055734,1,1,1,1,23,3,0
A201206L055734,2,2,1,2,57,3,0
A201206L055735,1,1,1,2,57,3,0
A201206L055744,1,1,1,2,43,3,0
A201206L055744,2,2,2,2,23,3,1
A201206L055770,2,1,1,1,44,3,0
A201206L055770,2,2,2,2,50,3,2
A201206L055770,2,3,2,2,69,3,1
A201206L055796,2,1,1,1,53,3,0
A201206L055826,2,1,2,2,53,3,1
A201206L055862,1,1,1,1,29,3,0
A201206L055862,1,3,2,1,32,3,1
A201206L055862,2,2,1,1,24,3,0
A201206L055891,2,1,1,2,59,3,0
A201206L055931,2,1,1,2,45,3,0
A201206L055988,1,1,1,1,31,3,0
A201206L056027,2,1,1,1,30,3,0
A201206L056078,2,1,1,2,42,3,0
A201206L056090,2,1,1,1,49,3,0
A201206L056197,2,1,1,1,18,3,0
A201206L056302,2,1,1,1,27,3,0
A201206L056302,2,2,2,2,35,3,1
A201206L056477,2,1,1,1,18,3,0
A201206L056481,2,1,1,1,38,3,0
A201206L056497,1,1,1,2,13,3,0
A201206L056509,2,1,1,1,47,3,0
A201206L056608,2,1,1,1,38,3,0
A201206L056610,2,1,1,1,53,3,0
A201206L056824,2,1,1,1,54,3,0
A201206L056851,2,1,1,2,50,3,0
A201206L056854,2,1,1,1,35,3,0
A201206L056869,2,1,1,2,43,3,0
A201206L056869,2,2,2,2,10,3,2
A201206L056892,2,1,1,1,19,3,0
A201206L056902,2,1,1,1,48,3,0
A201206L056944,2,1,1,1,54,3,0
A201206L056950,1,1,1,2,22,3,0
A201206L056950,1,2,2,2,17,3,1
A201206L056950,2,3,2,2,12,3,1
A201206L057208,2,1,2,2,52,3,1
A201206L057382,1,1,1,1,25,3,0
A201206L057382,2,2,1,2,18,3,0
A201206L057382,2,3,2,2,19,3,1
A201206L057473,2,1,1,2,21,3,0
A201206L057473,2,2,2,2,21,3,1
A201206L057473,2,3,2,1,3,3,2
A201206L057586,1,1,1,2,54,3,0
A201206L057621,1,1,2,2,23,3,1
A201206L057629,2,1,1,1,28,3,0
A201206L057629,2,2,2,1,70,3,1
A201206L057629,2,3,2,2,67,3,2
A201206L057643,2,1,1,2,20,3,0
A201206L057808,1,1,1,1,17,2,0
A201206L058054,2,1,1,1,35,3,0
A201206L058243,2,1,1,2,46,3,0
A201206L058243,2,2,2,2,70,3,1
A201206L058243,2,3,2,2,42,3,2
A201206L058277,1,1,1,1,22,3,0
A201206L058362,2,1,1,1,47,3,0
A201206L058362,2,2,2,2,17,3,1
A201206L058388,2,1,1,2,51,3,0
A201206L058424,2,1,1,1,47,3,0
A201206L058430,1,1,1,2,22,3,0
A201206L058430,2,2,1,2,31,3,0
A201206L058658,2,1,1,1,17,3,0
A201206L058733,2,1,1,1,44,3,0
A201206L058745,1,1,1,2,60,2,0
A201206L058801,2,1,1,1,16,3,0
A201206L058814,2,1,1,2,53,3,0
A201206L058814,2,2,2,2,14,3,1
A201206L058957,2,1,1,1,8,3,0
A201206L058959,2,1,2,2,17,3,1
A201206L058987,2,1,1,1,43,3,0
A201206L058987,2,2,2,2,45,3,1
A201206L058998,1,1,1,1,16,3,0
A201206L059014,2,1,1,2,30,3,0
A201206L059014,2,2,2,1,30,3,1
A201206L059014,2,3,2,1,2,3,2
A201206L059036,2,1,1,1,44,3,0
A201206L059036,2,2,2,1,32,3,1
A201206L059036,2,3,2,2,33,3,2
A201206L059218,2,1,1,1,21,3,0
A201206L059302,2,1,1,1,25,3,0
A201206L059493,2,1,1,1,42,3,0
A201206L059616,1,1,1,1,51,3,0
A201206L059646,2,1,1,2,25,3,0
A201206L059651,1,1,1,1,44,3,0
A201206L059651,2,2,1,2,28,3,0
A201206L059679,2,1,1,1,39,3,0
A201206L059684,2,1,1,1,32,3,0
A201206L059736,2,1,1,1,58,3,0
A201206L059830,2,1,1,2,48,3,0
A201206L059830,2,2,2,2,49,3,1
A201206L059917,2,1,1,2,20,3,0
A201206L060015,1,1,1,1,30,3,0
A201206L060041,2,1,1,1,65,2,0
A201206L060052,2,1,1,1,24,3,0
A201206L060052,2,2,2,2,21,3,2
A201206L060056,1,1,1,1,31,3,0
A201206L060056,2,2,1,1,20,3,0
A201206L060170,1,1,1,1,47,1,0
A201206L060232,2,1,1,1,63,3,0
A201206L060257,2,1,1,2,28,3,0
A201206L060264,2,1,1,2,43,3,0
A201206L060319,1,1,1,1,19,3,0
A201206L060330,1,1,1,1,40,3,0
A201206L060330,1,4,2,2,40,3,1
A201206L060330,1,5,2,2,30,3,2
A201206L060330,2,2,1,1,34,3,0
A201206L060330,2,3,2,2,32,3,1
A201206L060375,1,1,1,1,17,3,0
A201206L060383,1,1,1,1,75,3,0
A201206L060398,2,1,1,1,16,3,0
A201206L060426,2,1,2,2,70,3,1
A201206L060461,2,1,1,1,17,2,0
A201206L060534,2,1,1,1,36,3,0
A201206L060580,2,1,1,1,28,3,0
A201206L060621,1,1,1,2,48,3,0
A201206L060623,1,1,1,1,24,3,0
A201206L060623,2,2,1,2,56,3,0
A201206L060645,2,1,1,1,45,2,0
A201206L060646,2,1,1,1,44,2,0
A201206L060646,2,2,2,1,20,3,2
A201206L060658,2,1,1,1,49,2,0
A201206L060667,2,1,1,1,11,2,0
A201206L060857,1,1,1,1,20,3,0
A201206L060859,2,1,1,1,23,3,0
A201206L060894,2,1,1,1,49,3,0
A201206L060894,2,2,2,2,40,3,1
A201206L060894,2,3,2,2,13,3,2
A201206L060894,2,4,2,2,11,3,2
A201206L061004,1,2,2,2,24,3,1
A201206L061004,2,1,1,1,30,3,0
A201206L061009,1,1,1,1,30,2,0
A201206L061019,2,1,1,1,58,3,0
A201206L061021,1,2,2,2,2,3,2
A201206L061021,2,1,1,1,67,3,0
A201206L061042,2,1,1,2,23,3,0
A201206L061042,2,2,2,2,55,3,1
A201206L061043,2,1,1,2,55,3,0
A201206L061299,1,1,1,2,42,3,0
A201206L061299,1,2,2,1,11,3,2
A201206L061299,1,3,2,2,9,3,2
A201206L061310,2,1,2,2,28,3,2
A201206L061310,2,2,2,2,38,3,2
A201206L061310,2,3,1,1,40,3,0
A201206L061326,2,1,1,2,48,3,0
A201206L061491,1,1,1,1,43,3,0
A201206L061491,2,2,1,1,21,3,0
A201206L061511,2,1,1,2,32,3,0
A201206L061513,2,1,1,1,11,3,0
A201206L061670,1,1,1,2,12,3,0
A201206L061698,2,1,1,2,79,3,0
A201206L061714,2,1,1,1,64,3,0
A201206L061714,2,2,2,2,54,3,1
A201206L061714,2,3,2,1,4,3,1
A201206L061714,2,4,2,2,11,3,2
A201206L061900,2,1,1,1,48,3,0
A201206L061905,2,1,1,2,53,3,0
A201206L061993,2,1,1,1,23,3,0
A201206L062003,2,1,1,1,25,3,0
A201206L062043,1,1,1,1,51,3,0
A201206L062050,2,1,1,2,25,3,0
A201206L062054,2,1,1,2,39,3,0
A201206L062054,2,2,2,1,9,3,1
A201206L062054,2,3,2,1,8,3,2
A201206L062075,2,1,1,1,50,3,0
A201206L062086,2,1,1,2,7,3,0
A201206L062141,2,1,1,2,61,2,0
A201206L062152,2,1,1,1,63,2,0
A201206L062152,2,2,2,1,11,2,0
A201206L062220,2,1,1,2,20,3,0
A201206L062299,1,1,1,1,7,3,0
A201206L062348,1,1,1,1,29,3,0
A201206L062607,2,1,1,1,47,2,0
A201206L062631,1,2,2,2,15,3,2
A201206L062631,1,3,2,1,47,3,1
A201206L062631,2,1,1,1,20,3,0
A201206L062631,2,4,2,2,14,3,2
A201206L062631,2,5,2,1,19,3,1
A201206L062638,2,1,1,1,17,3,0
A201206L062665,2,1,1,1,50,3,0
A201206L062688,1,1,1,1,65,3,0
A201206L062688,2,2,2,2,40,3,1
A201206L062789,2,1,1,1,53,3,0
A201206L062811,1,1,1,1,16,2,0
A201206L062844,2,1,2,2,25,3,1
A201206L062866,1,1,1,1,43,3,0
A201206L063062,1,1,2,1,20,2,0
A201206L063067,2,1,1,1,73,2,0
A201206L063067,2,2,2,2,77,3,1
A201206L063111,1,1,1,1,20,2,0
A201206L063229,2,1,1,1,61,2,0
A201206L063239,1,1,1,2,59,3,0
A201206L063289,2,1,1,1,51,3,0
A201206L063297,2,1,1,1,23,3,0
A201206L063384,2,1,1,1,22,3,0
A201206L063507,2,1,1,2,35,3,0
A201206L063539,2,1,1,2,47,3,0
A201206L063634,1,1,1,1,45,3,0
A201206L063637,2,1,1,1,23,3,0
A201206L063725,2,1,1,1,41,3,0
A201206L063726,2,1,1,1,62,3,0
A201206L063732,2,1,1,2,20,3,0
A201206L063803,1,1,1,1,31,2,0
A201206L063919,2,1,1,1,8,3,0
A201206L063935,2,1,1,1,20,3,0
A201206L063977,1,1,1,1,24,3,0
A201206L064005,2,1,1,1,23,3,0
A201206L064070,2,1,1,1,26,3,0
A201206L064072,2,1,1,1,12,3,0
A201206L064141,1,1,1,1,43,3,0
A201206L064141,2,2,1,2,29,3,0
A201206L064167,2,1,2,2,76,3,1
A201206L064167,2,2,2,2,76,3,2
A201206L064175,2,1,1,1,21,3,0
A201206L064199,2,1,1,1,48,3,0
A201206L064199,2,2,2,1,16,3,2
A201206L064199,2,3,2,2,14,3,1
A201206L064207,2,1,1,1,56,3,0
A201206L064209,1,1,1,1,26,3,0
A201206L064220,2,1,1,2,19,3,0
A201206L064324,2,1,1,1,37,2,0
A201206L064353,2,1,1,1,63,3,0
A201206L064468,1,1,1,1,55,3,0
A201206L064484,2,1,1,2,8,3,0
A201206L064485,1,2,1,1,51,3,0
A201206L064485,2,1,1,1,38,3,0
A201206L064559,1,2,2,1,27,3,2
A201206L064559,2,1,1,1,43,3,0
A201206L064559,2,3,2,1,24,3,2
A201206L064599,2,1,1,1,59,3,0
A201206L064599,2,2,2,2,58,3,1
A201206L064674,1,1,1,2,35,2,0
A201206L064711,1,1,1,1,12,3,0
A201206L064718,1,1,1,1,7,3,0
A201206L064870,2,1,1,1,29,3,0
A201206L064931,2,1,1,1,30,3,0
A201206L064934,2,1,1,1,58,3,0
A201206L065024,1,1,2,2,39,3,1
A201206L065024,2,2,1,1,48,3,0
A201206L065041,1,1,1,1,34,3,0
A201206L065041,2,2,1,1,58,3,0
A201206L065042,2,1,2,1,17,2,0
A201206L065072,2,1,1,1,18,3,0
A201206L065130,2,1,1,1,33,3,0
A201206L065169,2,1,2,2,46,3,2
A201206L065263,2,1,1,1,30,3,0
A201206L065291,2,1,1,1,16,3,0
A201206L065322,2,1,1,2,63,3,0
A201206L065361,2,1,1,1,21,3,0
A201206L065404,1,1,1,1,19,3,0
A201206L065507,2,1,1,1,30,3,0
A201206L065533,2,1,1,1,41,3,0
A201206L065533,2,2,2,2,39,3,1
A201206L065533,2,3,2,1,12,3,2
A201206L065554,1,1,1,1,45,3,0
A201206L065766,2,1,1,1,62,3,0
A201206L065795,1,1,1,1,22,3,0
A201206L065807,1,1,3,1,18,3,0
A201206L065961,2,1,1,1,17,2,0
A201206L065962,2,1,1,1,29,3,0
A201206L066058,2,1,1,1,41,3,0
A201206L066085,1,1,1,1,51,3,0
A201206L066085,2,2,2,2,22,3,1
A201206L066124,2,1,1,1,43,3,0
A201206L066129,2,1,1,2,51,3,0
A201206L066169,2,1,1,1,22,3,0
A201206L066201,2,1,1,1,44,3,0
A201206L066233,1,1,1,1,32,3,0
A201206L066233,1,3,2,2,26,3,1
A201206L066233,2,2,1,1,22,3,0
A201206L066249,1,1,1,2,75,3,0
A201206L066249,2,2,1,1,19,3,0
A201206L066275,2,1,1,2,29,3,0
A201206L066360,2,1,1,1,52,3,0
A201206L066390,2,1,1,1,26,3,0
A201206L066434,1,1,1,2,25,3,0
A201206L066434,2,2,1,2,30,3,0
A201206L066644,2,1,1,1,21,3,0
A201206L066651,1,1,1,2,58,2,0
A201206L066670,2,1,1,2,27,3,0
A201206L066670,2,2,2,2,31,2,1
A201206L066683,2,1,1,1,30,3,0
A201206L066921,2,1,1,1,57,3,0
A201206L067049,2,1,1,1,53,2,0
A201206L067221,2,1,1,1,47,3,0
A201206L067226,2,1,1,2,42,3,0
A201206L067226,2,2,2,2,8,3,1
A201206L067409,1,2,1,1,75,3,0
A201206L067409,2,1,1,1,23,3,0
A201206L067554,2,1,1,1,23,3,0
A201206L067605,1,1,1,1,58,3,0
A201206L067628,2,1,1,1,29,3,0
A201206L067641,2,1,1,2,38,3,0
A201206L067641,2,2,2,2,58,3,1
A201206L067643,1,1,1,1,54,3,0
A201206L067645,2,1,1,1,16,3,0
A201206L067729,2,1,1,1,19,3,0
A201206L067793,2,1,1,1,41,3,0
A201206L067871,1,1,1,1,18,3,0
A201206L067884,2,1,1,1,24,3,0
A201206L067899,2,1,1,1,40,3,0
A201206L067922,2,1,1,2,75,3,0
A201206L067950,1,1,1,1,27,3,0
A201206L067950,1,2,2,1,67,3,1
A201206L067950,2,3,1,2,67,3,0
A201206L067950,2,4,2,2,4,3,1
A201206L067950,2,5,2,2,30,3,2
A201206L068090,2,1,1,1,16,3,0
A201206L068091,2,1,1,1,41,3,0
A201206L068159,2,1,2,2,25,3,1
A201206L068198,2,1,1,2,26,3,0
A201206L068198,2,2,2,2,24,3,1
A201206L068281,1,1,1,2,25,3,0
A201206L068281,2,2,1,1,56,3,0
A201206L068281,2,3,2,1,78,3,1
A201206L068300,2,1,2,2,54,3,1
A201206L068441,2,1,1,1,19,2,0
A201206L068527,1,1,1,1,27,3,0
A201206L068997,1,1,1,2,55,3,0
A201206M055866,1,1,1,1,17,3,0
A201206M055940,2,1,1,2,25,3,0
A201206M055949,2,1,1,1,22,3,0
A201206M055953,2,1,1,1,49,3,0
A201206M056201,1,1,1,2,45,3,0
A201206M056210,1,1,1,1,12,3,0
A201206M056210,1,2,3,2,15,3,0
A201206M056216,2,1,1,1,47,3,0
A201206M056217,1,1,1,1,28,3,0
A201206M056371,2,1,1,1,21,3,0
A201206M056421,2,1,1,1,48,2,0
A201206M056517,1,3,1,2,55,3,0
A201206M056517,2,1,1,1,49,3,0
A201206M056517,2,2,2,1,15,3,2
A201206M056531,2,1,1,2,49,3,0
A201206M056575,2,1,1,1,45,3,0
A201206M056575,2,2,2,1,21,3,1
A201206M056588,2,1,2,1,19,3,1
A201206M056705,1,1,1,1,40,3,0
A201206M056707,1,1,1,1,20,3,0
A201206M056707,1,2,2,2,46,3,1
A201206M056714,2,1,1,1,25,3,0
A201206M056794,1,1,1,1,28,3,0
A201206M056954,1,1,2,2,40,3,2
A201206M056954,2,2,2,2,21,3,1
A201206M056975,2,1,1,1,40,3,0
A201206M056975,2,2,2,2,16,3,2
A201206M056978,2,1,1,2,24,3,0
A201206M057051,1,1,1,1,25,3,0
A201206M057064,1,1,1,2,26,3,0
A201206M057064,2,2,1,2,57,3,0
A201206M057094,1,1,1,1,87,3,0
A201206M057094,1,3,2,2,85,2,1
A201206M057094,2,2,1,1,30,3,0
A201206M057149,2,1,1,1,37,3,0
A201206M057319,2,1,1,1,44,3,0
A201206M057468,2,1,1,1,20,3,0
A201206M057749,2,1,1,1,29,3,0
A201206M057751,2,1,1,1,47,3,0
A201206M057756,1,1,1,2,38,3,0
A201206M057847,1,1,1,1,23,3,0
A201206M058122,2,1,1,1,26,3,0
A201206M058161,1,1,2,2,59,3,1
A201206M058161,2,2,1,1,69,3,0
A201206M058345,1,1,1,2,38,3,0
A201206M058345,2,2,1,1,56,1,0
A201206M058345,2,3,2,2,55,3,1
A201206M058431,2,1,1,2,24,3,0
A201206M058496,1,1,1,1,31,3,0
A201206M058497,2,1,1,2,56,3,0
A201206M058608,1,1,1,1,35,3,0
A201206M058628,2,1,1,1,27,3,0
A201206M058686,2,1,1,1,42,3,0
A201206M058759,1,1,1,2,42,3,0
A201206M058988,2,1,1,1,82,3,0
A201206M058990,1,1,1,1,33,3,0
A201206M058990,2,2,1,1,30,3,0
A201206M058990,2,3,2,1,51,3,1
A201206M059009,1,1,1,1,30,3,0
A201206M059018,2,1,1,2,29,3,0
A201206M059019,1,1,1,2,19,3,0
A201206M059019,2,2,1,1,25,3,0
A201206M059073,2,1,2,2,26,3,1
A201206M059194,2,1,1,1,41,3,0
A201206M059323,2,1,1,1,25,3,0
A201206M059368,1,1,1,2,32,3,0
A201206M059368,2,2,1,1,53,3,0
A201206M059390,2,1,1,1,50,3,0
A201206M059390,2,2,2,2,13,3,0
A201206M059572,2,1,1,1,15,3,0
A201206M059666,2,1,1,1,58,3,0
A201206M059726,2,1,1,1,44,3,0
A201206M059840,2,1,1,2,24,3,0
A201206M059840,2,2,2,1,24,3,1
A201206M059918,2,1,1,1,23,3,0
A201206M059980,1,1,1,1,23,3,0
A201206M060031,1,1,1,1,29,3,0
A201206M060031,2,2,1,1,27,3,0
A201206M060064,2,1,1,1,17,3,0
A201206M060079,2,1,2,2,72,3,1
A201206M060091,1,1,1,2,27,3,0
A201206M060186,1,1,1,1,28,3,0
A201206M060186,2,2,2,2,21,3,2
A201206M060243,2,1,1,2,29,3,0
A201206M060385,2,1,1,1,54,3,0
A201206M060429,2,1,1,2,20,3,0
A201206M060471,1,2,1,2,44,3,0
A201206M060471,1,3,2,1,16,3,2
A201206M060471,1,4,2,1,54,3,1
A201206M060471,2,1,1,2,26,3,0
A201206M060605,1,1,1,1,28,3,0
A201206M060653,2,1,1,2,41,3,0
A201206M060654,2,1,1,1,44,3,0
A201206M060660,1,1,3,1,18,3,0
A201206M060660,1,2,3,1,18,2,0
A201206M060668,2,1,1,2,29,3,0
A201206M060770,2,1,2,2,43,3,1
A201206M060776,1,1,1,1,45,3,0
A201206M060776,1,2,2,2,41,3,1
A201206M060776,2,3,1,2,27,3,0
A201206M060820,1,1,1,1,30,3,0
A201206M060848,1,1,1,2,42,3,0
A201206M060848,2,2,1,1,79,3,0
A201206M060851,2,1,1,2,40,3,0
A201206M060851,2,2,2,2,42,3,1
A201206M060863,1,1,1,1,24,3,0
A201206M060888,1,1,2,1,7,3,2
A201206M061011,2,1,1,1,40,2,0
A201206M061034,2,1,2,2,64,3,1
A201206M061055,2,1,1,2,53,3,0
A201206M061059,2,1,1,2,54,3,0
A201206M061122,2,1,1,1,54,3,0
A201206M061188,2,1,1,1,40,3,0
A201206M061504,1,2,2,2,52,3,1
A201206M061504,1,3,2,2,44,3,2
A201206M061504,2,1,1,1,69,3,0
A201206M061636,2,1,2,2,22,3,1
A201206M061642,2,1,1,1,37,3,0
A201206M061679,1,1,1,1,16,2,0
A201206M061700,2,1,1,1,12,3,0
A201206M061700,2,2,2,1,14,3,0
A201206M061962,2,1,1,2,30,3,0
A201206M062085,1,1,2,2,33,3,2
A201206M062169,1,1,1,1,17,3,0
A201206M062328,1,1,1,1,28,3,0
A201206M062579,2,1,1,1,35,3,0
A201206M062640,2,1,1,2,42,3,0
A201206M062678,2,1,1,1,26,3,0
A201206M062809,1,1,2,2,20,3,1
A201206M062974,1,1,1,1,36,3,0
A201206M062974,2,2,1,2,22,3,0
A201206M062974,2,3,2,2,28,3,1
A201206M063018,1,1,1,2,36,3,0
A201206M063074,2,1,1,2,22,3,0
A201206M063233,2,1,1,1,60,3,0
A201206M063315,2,1,1,1,9,3,0
A201206M063433,1,1,1,2,88,3,0
A201206M063433,1,3,2,2,54,3,2
A201206M063433,1,4,2,1,81,3,1
A201206M063433,2,2,1,1,30,3,0
A201206M063781,2,1,1,1,40,3,0
A201206M063792,1,1,1,2,41,3,0
A201206M063792,1,2,2,2,4,3,2
A201206M063856,2,1,1,1,40,2,0
A201206M063916,1,1,1,1,35,3,0
A201206M063980,1,1,1,1,27,3,0
A201206M063980,1,2,2,1,26,3,0
A201206M064062,2,1,1,1,20,3,0
A201206M064090,1,1,1,2,19,3,0
A201206M064097,2,1,1,1,47,3,0
A201206M064129,2,1,3,2,54,2,0
A201206M064164,2,1,1,1,50,3,0
A201206M064198,2,1,1,1,23,3,0
A201206M064248,2,1,1,2,29,3,0
A201206M064293,2,1,1,1,38,3,0
A201206M064293,2,2,2,2,35,3,1
A201206M064293,2,3,2,2,11,3,2
A201206M064366,2,1,1,2,34,3,0
A201206M064374,1,1,1,1,21,3,0
A201206M064374,2,2,1,2,55,3,0
A201206M064374,2,3,2,2,31,3,2
A201206M064374,2,4,2,2,3,3,2
A201206M064374,2,5,2,2,15,3,1
A201206M064416,1,1,1,2,23,3,0
A201206M064713,2,1,1,1,20,2,0
A201206M064726,2,1,1,1,50,2,0
A201206M064799,2,1,2,2,12,3,1
A201206M064799,2,2,1,2,52,3,0
A201206M064949,2,1,1,2,32,3,0
A201206M064995,2,1,1,1,33,3,0
A201206M064998,2,1,1,1,53,2,0
A201206M065076,1,1,1,1,35,2,0
A201206M065088,2,1,1,1,16,3,0
A201206M065101,2,1,1,1,33,2,0
A201206M065109,2,1,1,1,19,3,0
A201206M065239,2,1,1,1,46,3,0
A201206M065416,1,1,1,1,22,3,0
A201206M065461,1,1,1,1,42,3,0
A201206M065461,2,2,1,1,43,3,0
A201206M065501,1,3,1,2,64,3,0
A201206M065501,2,1,2,1,23,3,2
A201206M065501,2,2,1,1,58,3,0
A201206M065555,1,1,2,2,25,3,1
A201206M065561,1,1,1,2,62,3,0
A201206M065561,1,2,2,1,79,3,2
A201206M065636,2,1,1,1,18,3,0
A201206M065791,2,1,1,1,71,3,0
A201206M065873,2,1,2,1,57,2,1
A201206M065948,1,1,1,1,56,2,0
A201206M065991,2,1,1,1,34,3,0
A201206M066018,2,1,1,1,24,3,0
A201206M066046,1,1,1,2,45,3,0
A201206M066046,2,2,1,1,50,2,0
A201206M066143,1,1,1,1,31,3,0
A201206M066487,2,1,1,1,75,3,0
A201206M066498,1,1,1,1,16,3,0
A201206M066500,1,1,1,2,19,3,0
A201206M066500,2,2,1,2,26,3,0
A201206M066684,2,1,2,2,11,3,1
A201206M066731,2,1,1,1,18,3,0
A201206M066812,2,1,1,1,29,3,0
A201206M066819,2,1,1,1,32,2,0
A201206M066843,1,1,1,1,50,3,0
A201206M066843,2,2,1,2,24,3,0
A201206M066880,2,1,1,2,32,3,0
A201206M067276,1,1,1,2,40,2,0
A201206M067327,1,1,1,2,29,3,0
A201206M067327,2,2,1,2,59,3,0
A201206M067406,2,1,1,1,38,3,0
A201206M067429,1,1,1,1,21,3,0
A201206M067466,1,1,1,2,60,3,0
A201206M067466,1,3,2,1,60,3,1
A201206M067466,2,2,1,2,42,3,0
A201206M067738,2,1,1,2,30,3,0
A201206M067738,2,2,2,1,10,3,1
A201206M067827,1,1,3,1,5,3,0
A201206M067840,1,1,1,2,80,3,0
A201206M067840,2,2,1,2,50,3,0
A201206M067867,2,1,1,1,44,3,0
A201206M067954,2,1,1,1,19,3,0
A201206M067985,1,1,1,1,33,2,0
A201206M067985,2,2,1,1,54,3,0
A201206M068098,2,1,1,2,44,3,0
A201206M068113,1,1,1,1,47,3,0
A201206M068290,2,1,1,1,37,2,0
A201206M068293,2,1,1,1,15,3,0
A201206M068301,2,1,1,1,30,3,0
A201206M068361,2,1,1,1,23,3,0
A201206M068402,2,1,1,1,41,3,0
A201206M068538,1,1,1,2,22,3,0
A201206M068538,2,2,1,1,74,3,0
A201206M068538,2,3,2,2,47,3,2
A201206M068538,2,4,2,1,48,3,2
A201206M068543,1,1,1,2,83,3,0
A201206M068543,2,2,1,2,52,3,0
A201206M068612,2,1,1,2,25,3,0
A201206M068614,1,1,1,2,45,3,0
A201206M068614,1,3,2,1,15,3,1
A201206M068614,2,2,1,1,18,3,0
A201206M068614,2,4,2,2,16,3,1
A201206M068844,2,1,3,1,44,3,0
A201206M069040,1,1,1,1,19,3,0
A201206M069040,2,2,1,2,28,3,0
A201206M069186,2,1,1,2,21,3,0
A201206M069328,2,1,1,1,46,3,0
A201206M069359,1,1,1,2,48,3,0
A201206M069359,2,2,1,1,37,3,0
A201206ME63579,1,1,1,1,18,3,0
A201206MJ58818,2,1,1,1,25,2,0
A201206N053709,2,1,1,2,49,3,0
A201206N055182,2,1,1,1,60,3,0
A201206N055763,2,1,1,1,22,3,0
A201206N055763,2,2,2,2,26,3,1
A201206N055763,2,3,2,2,6,3,2
A201206N055817,2,1,1,1,18,3,0
A201206N055817,2,2,2,1,17,3,1
A201206N055886,2,1,1,1,29,3,0
A201206N055896,2,1,1,2,43,3,0
A201206N056016,2,1,1,1,20,3,0
A201206N056074,2,1,2,1,30,3,1
A201206N056171,1,1,1,1,50,3,0
A201206N056171,2,2,1,1,19,3,0
A201206N056171,2,3,2,1,21,3,1
A201206N056278,2,1,2,1,9,3,2
A201206N056289,2,1,1,1,19,3,0
A201206N056518,2,1,1,1,36,3,0
A201206N056629,2,1,1,1,23,3,0
A201206N056634,1,1,1,1,23,3,0
A201206N056634,2,2,1,2,36,3,0
A201206N057042,1,2,2,1,14,3,2
A201206N057042,1,3,2,1,13,3,2
A201206N057042,2,1,1,1,33,3,0
A201206N057048,1,1,1,2,24,3,0
A201206N057170,1,1,3,1,15,3,0
A201206N057198,1,1,1,2,54,3,0
A201206N057198,2,2,1,1,32,3,0
A201206N057255,2,1,1,1,27,3,0
A201206N057304,2,1,2,2,44,3,1
A201206N057331,2,1,1,2,28,3,0
A201206N057683,2,1,1,2,36,3,0
A201206N057694,2,1,1,1,47,3,0
A201206N057748,2,1,1,1,25,3,0
A201206N057790,2,1,1,1,59,2,0
A201206N057907,1,1,1,1,32,3,0
A201206N057907,2,2,1,1,68,2,0
A201206N058105,2,1,3,2,48,3,0
A201206N058105,2,2,3,2,11,3,0
A201206N058208,2,1,1,1,18,3,0
A201206N058213,2,1,1,1,41,3,0
A201206N058250,1,1,1,2,57,3,0
A201206N058250,2,2,1,1,38,3,0
A201206N058280,2,1,1,1,61,3,0
A201206N058298,1,1,1,1,27,2,0
A201206N058298,2,2,1,1,85,3,0
A201206N058359,1,1,1,1,18,3,0
A201206N058389,1,1,3,2,10,2,0
A201206N058437,1,1,1,1,69,3,0
A201206N058498,1,1,1,1,22,3,0
A201206N058498,1,2,2,2,21,3,1
A201206N058570,2,1,1,2,35,3,0
A201206N058659,2,1,1,1,31,3,0
A201206N058684,2,1,1,2,38,3,0
A201206N058812,2,1,2,2,63,3,1
A201206N058834,2,1,2,2,15,3,1
A201206N058834,2,2,2,1,10,3,2
A201206N058850,2,1,1,1,55,3,0
A201206N058975,2,1,1,1,27,2,0
A201206N058992,2,1,1,1,76,3,0
A201206N059212,2,1,1,1,33,3,0
A201206N059226,2,1,2,2,19,3,2
A201206N059409,1,1,1,1,30,3,0
A201206N059485,2,1,1,2,29,3,0
A201206N059688,1,1,2,1,17,3,2
A201206N059803,2,1,1,1,57,2,0
A201206N059803,2,2,2,1,23,3,0
A201206N060204,1,1,1,1,15,3,0
A201206N060216,2,1,2,2,74,3,1
A201206N060217,2,1,1,2,47,3,0
A201206N060435,2,1,1,2,37,3,0
A201206N060439,2,1,1,1,15,3,0
A201206N060459,2,1,1,1,41,3,0
A201206N060506,2,1,2,1,30,3,1
A201206N060508,2,1,1,2,17,3,0
